OID_,row,col,cell_id,Shape_Length,Shape_Area,cell_area,district,overlap_m2,overlap_pct,district_id
87,49,86,4496,3968.610684240327828,982879.173872862011194,0.000086000003575,,,,
88,49,87,4497,3968.648205549503473,982897.761298147845082,0.000085999999153,,,,
89,49,88,4498,3968.686037259616114,982916.497131982236169,0.000086000003173,,,,
90,49,89,4499,3968.723691616798078,982935.149094382184558,0.000085999995313,,,,
91,48,0,4320,3965.639483572030258,981410.401517810882069,0.000085999998977,Nanshan District,0.000080755632276,93.901899112567534,7
92,48,1,4321,3965.668165291408059,981424.596370905055664,0.000086000000047,Nanshan District,0.000086000004300,100.000004945111499,7
93,48,2,4322,3965.696864703771098,981438.803865049965680,0.000085999997700,Nanshan District,0.000085999995700,99.999997674088661,7
94,48,3,4323,3965.725879912146866,981453.166101000504568,0.000086000004388,Nanshan District,0.000086000000000,99.999994897841532,7
95,48,4,4324,3965.754814680222808,981467.486595294089057,0.000086000002893,Nanshan District,0.000086000004300,100.000001636436053,7
96,48,5,4325,3965.783865260786115,981481.866549072205089,0.000086000002082,Nanshan District,0.000086000000000,99.999997579330440,7
97,48,6,4326,3965.813137234392343,981496.356347407680005,0.000086000006370,Nanshan District,0.000086000004300,99.999997592437580,7
98,48,7,4327,3965.842325050972249,981510.802631157683209,0.000086000002320,Nanshan District,0.000086000000000,99.999997302092439,7
99,48,8,4328,3965.871632437227163,981525.310171889257617,0.000085999999112,Nanshan District,0.000085999995700,99.999996032980420,7
100,48,9,4329,3965.901157493879509,981539.921863523195498,0.000086000000503,Nanshan District,0.000085999995000,99.999993601591868,7
101,48,10,4330,3965.930598363507670,981554.493805795093067,0.000085999993884,Nanshan District,0.000085999999300,100.000006297163097,7
102,48,11,4331,3965.960358791857743,981569.226219662697986,0.000085999996800,Nanshan District,0.000085999995700,99.999998720784205,7
103,48,12,4332,3965.990234976256033,981584.018085852847435,0.000086000000398,Nanshan District,0.000086000000000,99.999999537461576,7
104,48,13,4333,3966.020128860586738,981598.814895579358563,0.000085999999901,Nanshan District,0.000085999995700,99.999995114701406,7
105,48,14,4334,3966.050142343325660,981613.669208198203705,0.000085999999916,Nanshan District,0.000086000004300,100.000005097655901,7
106,48,15,4335,3966.080275446034648,981628.584811000386253,0.000086000000773,Nanshan District,0.000078735572719,91.552990710344545,7
107,48,16,4336,3966.110422377960276,981643.507444590679370,0.000085999997719,Nanshan District,0.000029972485000,34.851727668578100,7
108,48,17,4337,3966.140688929140197,981658.491369823575951,0.000085999995507,Nanshan District,0.000000047837519,0.055625025577088,7
109,48,18,4338,3966.171075119186753,981673.536597553407773,0.000085999994138,,,,
110,48,19,4339,3966.201776998646892,981688.728848659666255,0.000086000001120,,,,
111,48,20,4340,3966.232198607837745,981703.791841094964184,0.000085999992252,,,,
112,48,21,4341,3966.263233858659987,981719.155394108849578,0.000086000005184,,,,
113,48,22,4342,3966.293988833574076,981734.381984736421145,0.000086000001590,,,,
114,48,23,4343,3966.324965451793560,981749.714640825404786,0.000086000002759,,,,
115,48,24,4344,3966.355857817590731,981765.007670731982216,0.000085999995927,,,,
116,48,25,4345,3966.387069834061549,981780.457327758311294,0.000085999998287,,,,
117,48,26,4346,3966.418295549792219,981795.917735220864415,0.000085999997060,,,,
118,48,27,4347,3966.449738920853179,981811.482314541004598,0.000086000000427,,,,
119,48,28,4348,3966.481204036300369,981827.061634809477255,0.000086000000556,,,,
120,48,29,4349,3966.512686866187323,981842.649851845577359,0.000085999996935,,,,
121,48,30,4350,3966.544485317666840,981858.388852582662366,0.000086000001991,,,,
122,48,31,4351,3966.576305571812554,981874.142625670996495,0.000086000003810,,,,
123,48,32,4352,3966.608139443999335,981889.903346570441499,0.000086000001708,,,,
124,48,33,4353,3966.639991030539477,981905.672960648313165,0.000085999995854,,,,
125,48,34,4354,3966.672264355035622,981921.651724202791229,0.000086000003787,,,,
126,48,35,4355,3966.704351312494964,981937.538195216446184,0.000085999999107,,,,
127,48,36,4356,3966.736757989853686,981953.577572635374963,0.000086000003287,,,,
128,48,37,4357,3966.769084487329565,981969.586981531581841,0.000086000000311,,,,
129,48,38,4358,3966.801726549923387,981985.747165284352377,0.000086000006008,,,,
130,48,39,4359,3966.834186373134798,982001.817022305680439,0.000085999999262,,,,
131,48,40,4360,3966.866863871183341,982017.995011911028996,0.000085999997455,,,,
132,48,41,4361,3966.899661161060067,982034.234410749631934,0.000085999996494,,,,
133,48,42,4362,3966.932671901789035,982050.575999984750524,0.000085999999949,,,,
134,48,43,4363,3966.965606729875617,982066.885727348621003,0.000085999996081,,,,
135,48,44,4364,3966.998754994996489,982083.297641727142036,0.000085999996630,,,,
136,48,45,4365,3967.032125195889421,982099.819734925287776,0.000086000002294,,,,
137,48,46,4366,3967.065508837580182,982116.352472300524823,0.000086000004356,,,,
138,48,47,4367,3967.098914501948457,982132.892399941920303,0.000086000002515,,,,
139,48,48,4368,3967.132440026908171,982149.490011970628984,0.000086000001191,,,,
140,48,49,4369,3967.166178919765116,982166.197327821282670,0.000086000004940,,,,
141,48,50,4370,3967.199935540698789,982182.913560682325624,0.000086000004935,,,,
142,48,51,4371,3967.233709875380555,982199.634940281277522,0.000086000000847,,,,
143,48,52,4372,3967.267604084890991,982216.413845733390190,0.000085999997261,,,,
144,48,53,4373,3967.301613822895433,982233.256071962183341,0.000085999994686,,,,
145,48,54,4374,3967.335947783450138,982250.257171230274253,0.000086000001485,,,,
146,48,55,4375,3967.370090737724240,982267.163759676623158,0.000085999995475,,,,
147,48,56,4376,3967.404557959524027,982284.229409464867786,0.000085999998856,,,,
148,48,57,4377,3967.439042909906675,982301.307758354814723,0.000085999998813,,,,
149,48,58,4378,3967.473741112198695,982318.491995925665833,0.000086000003506,,,,
150,48,59,4379,3967.508363743490008,982335.637009323458187,0.000086000000228,,,,
151,48,60,4380,3967.543199597593684,982352.884142399998382,0.000086000001354,,,,
152,48,61,4381,3967.578057669874397,982370.146111114765517,0.000085999999243,,,,
153,48,62,4382,3967.612928991340141,982387.414875152520835,0.000085999993191,,,,
154,48,63,4383,3967.648120213959373,982404.840465348795988,0.000085999996331,,,,
155,48,64,4384,3967.683426885587323,982422.325424254871905,0.000086000000131,,,,
156,48,65,4385,3967.718755819108992,982439.821479459758848,0.000086000000365,,,,
157,48,66,4386,3967.754200199006391,982457.373138235649094,0.000086000000930,,,,
158,48,67,4387,3967.789666885038969,982474.939858202822506,0.000085999998275,,,,
159,48,68,4388,3967.825346684020587,982492.608484414406121,0.000086000000003,,,,
160,48,69,4389,3967.861044230604421,982510.286051874514669,0.000085999997975,,,,
161,48,70,4390,3967.896964056242723,982528.074017358594574,0.000086000001073,,,,
162,48,71,4391,3967.932897019558368,982545.868732595234178,0.000086000000223,Dapeng District,0.000067460196790,78.442089087824414,1
163,48,72,4392,3967.968754692447874,982563.628135139239021,0.000085999991744,Dapeng District,0.000085999990700,99.999998786360081,1
164,48,73,4393,3968.005123024749537,982581.639092687866651,0.000086000000743,Dapeng District,0.000086000009300,100.000009949807804,1
165,48,74,4394,3968.041411447057271,982599.612356720725074,0.000086000001904,Dapeng District,0.000086000005000,100.000003599563982,1
166,48,75,4395,3968.077619976214919,982617.548112943302840,0.000085999995244,Dapeng District,0.000085999995700,100.000000530574496,1
167,48,76,4396,3968.114343773475412,982635.733869618037716,0.000086000005924,Dapeng District,0.000086000009300,100.000003925668096,1
168,48,77,4397,3968.150787750744712,982653.782863275264390,0.000086000000095,Dapeng District,0.000086000005000,100.000005703598418,1
169,48,78,4398,3968.187449422533518,982671.940082803019322,0.000085999999198,Dapeng District,0.000085999995700,99.999995932794704,1
170,48,79,4399,3968.224328782365774,982690.205347612733021,0.000086000003216,Dapeng District,0.000086000004300,100.000001260193699,1
171,48,80,4400,3968.261021210752915,982708.378042759490199,0.000085999994593,Dapeng District,0.000085999990700,99.999995473220764,1
172,48,81,4401,3968.298038422908576,982726.710113326436840,0.000085999995377,Dapeng District,0.000085999990000,99.999993747531008,1
173,48,82,4402,3968.335273326209062,982745.154185036080889,0.000086000001421,Dapeng District,0.000086000004300,100.000003347456030,1
174,48,83,4403,3968.372423637649263,982763.558330731466413,0.000085999999431,Dapeng District,0.000037862093503,44.025690410573645,1
175,48,84,4404,3968.409894004646503,982782.115667675854638,0.000086000006304,,,,
176,48,85,4405,3968.447279751896076,982800.633072543889284,0.000086000005142,,,,
177,48,86,4406,3968.484683256453081,982819.159443518496118,0.000086000000223,,,,
178,48,87,4407,3968.522206889423614,982837.743689411203377,0.000085999995826,,,,
179,48,88,4408,3968.560050616789340,982856.484913324355148,0.000086000000623,,,,
180,48,89,4409,3968.597707312217153,982875.145173386204988,0.000085999993793,,,,
181,47,0,4230,3965.514047765632313,981350.708265663590282,0.000086000002718,Nanshan District,0.000086000000000,99.999996839122616,7
182,47,1,4231,3965.542629425165615,981364.854974380345084,0.000085999999801,Nanshan District,0.000086000000000,100.000000231757284,7
183,47,2,4232,3965.571334307014695,981379.060895084403455,0.000085999997548,Nanshan District,0.000086000000000,100.000002851457765,7
184,47,3,4233,3965.600155032638668,981393.326288204872981,0.000085999995982,Nanshan District,0.000086000000000,100.000004671722124,7
185,47,4,4234,3965.629193437957838,981407.699746614322066,0.000085999999362,Nanshan District,0.000086000000000,100.000000742123078,7
186,47,5,4235,3965.658351398919876,981422.130535458563827,0.000086000003240,Nanshan District,0.000086000004300,100.000001232527993,7
187,47,6,4236,3965.687421472652659,981436.519805170828477,0.000085999998955,Nanshan District,0.000086000000000,100.000001214908238,7
188,47,7,4237,3965.716712959943379,981451.018926582764834,0.000085999999771,Nanshan District,0.000086000000000,100.000000266565010,7
189,47,8,4238,3965.746022152102341,981465.526918748859316,0.000085999996839,Nanshan District,0.000085999990700,99.999992862163850,7
190,47,9,4239,3965.775650898560343,981480.191454346058890,0.000086000003098,Nanshan District,0.000086000000000,99.999996398074813,7
191,47,10,4240,3965.805297365741353,981494.868790231761523,0.000086000005953,Nanshan District,0.000086000005000,99.999998892296233,7
192,47,11,4241,3965.834859646599398,981509.498686150065623,0.000086000000125,Nanshan District,0.000086000000000,99.999999854767566,7
193,47,12,4242,3965.864541548507532,981524.189857847522944,0.000085999995140,Nanshan District,0.000086000000000,100.000005650633540,7
194,47,13,4243,3965.894539177518254,981539.039683718350716,0.000085999999530,Nanshan District,0.000085999995700,99.999995546090972,7
195,47,14,4244,3965.924656424359910,981553.946871636318974,0.000086000004420,Nanshan District,0.000086000004300,99.999999860612107,7
196,47,15,4245,3965.954791390094215,981568.862943419488147,0.000086000005561,Nanshan District,0.000086000004300,99.999998533838877,7
197,47,16,4246,3965.984842149838187,981583.739404536667280,0.000085999998705,Nanshan District,0.000085999990700,99.999990692267687,7
198,47,17,4247,3966.015216399417113,981598.774302991572767,0.000086000001203,Nanshan District,0.000060581817709,70.443973095062972,7
199,47,18,4248,3966.045502537629091,981613.767581621184945,0.000085999995528,Nanshan District,0.000009813785615,11.411379215445905,7
200,47,19,4249,3966.076308249113026,981629.012735121650621,0.000086000007392,,,,
201,47,20,4250,3966.106731747624508,981644.076202391297556,0.000085999998811,,,,
202,47,21,4251,3966.137372921134101,981659.240066399448551,0.000085999994498,,,,
203,47,22,4252,3966.168333729892765,981674.568237127852626,0.000086000000052,,,,
204,47,23,4253,3966.199312270366136,981689.905302557861432,0.000086000001856,,,,
205,47,24,4254,3966.230308525525288,981705.251259883516468,0.000085999999911,,,,
206,47,25,4255,3966.261522472038450,981720.701400899328291,0.000086000002565,,,,
207,47,26,4256,3966.292754133692142,981736.160435992060229,0.000086000001469,,,,
208,47,27,4257,3966.324101486998188,981751.678898359299637,0.000086000001050,,,,
209,47,28,4258,3966.355470592039637,981767.208179919281974,0.000085999997050,,,,
210,47,29,4259,3966.387053327940521,981782.843487101141363,0.000085999997808,,,,
211,47,30,4260,3966.418857810715053,981798.588846180937253,0.000086000003676,,,,
212,47,31,4261,3966.450480066570890,981814.244049582746811,0.000085999997118,,,,
213,47,32,4262,3966.482320008324677,981830.003447152790613,0.000085999995157,,,,
214,47,33,4263,3966.514275599455686,981845.826033281744458,0.000085999994201,,,,
215,47,34,4264,3966.546550916184970,981861.801366456318647,0.000086000002093,,,,
216,47,35,4265,3966.578639863466378,981877.692263461998664,0.000085999998060,,,,
217,47,36,4266,3966.611052680873399,981893.738049194565974,0.000086000003062,,,,
218,47,37,4267,3966.643279110046024,981909.691537389182486,0.000085999995449,,,,
219,47,38,4268,3966.675829476423132,981925.807639741455205,0.000085999997548,,,,
220,47,39,4269,3966.708593342919812,981942.029889514786191,0.000086000004413,,,,
221,47,40,4270,3966.741277063935740,981958.210394363850355,0.000086000003089,,,,
222,47,41,4271,3966.774076395096927,981974.450305066886358,0.000086000002437,,,,
223,47,42,4272,3966.807093405603155,981990.798356485553086,0.000086000006724,,,,
224,47,43,4273,3966.840030289551578,982007.104835026664659,0.000086000002838,,,,
225,47,44,4274,3966.872984912830361,982023.420231568976305,0.000085999995202,,,,
226,47,45,4275,3966.906259338236850,982039.892363393446431,0.000085999996759,,,,
227,47,46,4276,3966.939649348122202,982056.423899912624620,0.000085999998985,,,,
228,47,47,4277,3966.973052787837332,982072.966072048642673,0.000085999997610,,,,
229,47,48,4278,3967.006678207639197,982089.614509934326634,0.000086000001008,,,,
230,47,49,4279,3967.040223552101452,982106.221568458830006,0.000085999996249,,,,
231,47,50,4280,3967.073986589754441,982122.936625987640582,0.000085999996414,,,,
232,47,51,4281,3967.107860820684891,982139.712761885952204,0.000085999997394,,,,
233,47,52,4282,3967.141961451583484,982156.597449312801473,0.000086000003345,,,,
234,47,53,4283,3967.175977658922875,982173.442290430539288,0.000086000001273,,,,
235,47,54,4284,3967.210211579666975,982190.391371607198380,0.000086000003794,,,,
236,47,55,4285,3967.244463230686051,982207.353316499851644,0.000086000002907,,,,
237,47,56,4286,3967.278830388973802,982224.370707852533087,0.000086000002340,,,,
238,47,57,4287,3967.313321915031338,982241.447940133395605,0.000086000002478,,,,
239,47,58,4288,3967.347826750762579,982258.531997256795876,0.000085999998678,,,,
240,47,59,4289,3967.382349328400778,982275.628749285591766,0.000085999991455,,,,
241,47,60,4290,3967.417391762866373,982292.981565107009374,0.000086000002115,,,,
242,47,61,4291,3967.452349722052531,982310.290749424370006,0.000086000004419,,,,
243,47,62,4292,3967.487227702345081,982327.562201245455071,0.000085999998884,,,,
244,47,63,4293,3967.522323383441744,982344.941843310371041,0.000085999998285,,,,
245,47,64,4294,3967.557738999506455,982362.478331009740941,0.000086000006881,,,,
246,47,65,4295,3967.592967888357180,982379.926288066897541,0.000086000003189,,,,
247,47,66,4296,3967.628419014945393,982397.480672966456041,0.000086000004278,,,,
248,47,67,4297,3967.663883329791133,982415.045589576009661,0.000086000001752,,,,
249,47,68,4298,3967.699667597977623,982432.763603569474071,0.000086000008091,,,,
250,47,69,4299,3967.735171987973445,982450.348773324629292,0.000085999998264,,,,
251,47,70,4300,3967.771098642771904,982468.135731842368841,0.000086000001563,Dapeng District,0.000015463399831,17.980697151106831,1
252,47,71,4301,3967.807033830738874,982485.931009846855886,0.000086000001052,Dapeng District,0.000085964408431,99.958613231761547,1
253,47,72,4302,3967.842991388692553,982503.741200173390098,0.000085999997309,Dapeng District,0.000085999995700,99.999998129430452,1
254,47,73,4303,3967.879166654011442,982521.655844124965370,0.000085999998170,Dapeng District,0.000086000000000,100.000002127668196,1
255,47,74,4304,3967.915564279277987,982539.680931494338438,0.000086000004160,Dapeng District,0.000086000005000,100.000000976346143,1
256,47,75,4305,3967.951872689849552,982557.663712841924280,0.000086000001909,Dapeng District,0.000086000005000,100.000003594410074,1
257,47,76,4306,3967.988301178656002,982575.704315542941913,0.000086000000179,Dapeng District,0.000086000000000,99.999999791545832,1
258,47,77,4307,3968.024947350235379,982593.853140879189596,0.000086000003383,Dapeng District,0.000086000004300,100.000001066528668,1
259,47,78,4308,3968.061513672159435,982611.964298234670423,0.000085999998750,Dapeng District,0.000085999995700,99.999996453157507,1
260,47,79,4309,3968.098395302969038,982630.226370190735906,0.000086000002786,Dapeng District,0.000086000004300,100.000001760054772,1
261,47,80,4310,3968.135197087481629,982648.454721993999556,0.000085999999331,Dapeng District,0.000086000000000,100.000000777525401,1
262,47,81,4311,3968.172118989837145,982666.744689791579731,0.000085999996729,Dapeng District,0.000085999996400,99.999999617017792,1
263,47,82,4312,3968.209458550732961,982685.234285059035756,0.000086000007058,Dapeng District,0.000086000013600,100.000007607545413,1
264,47,83,4313,3968.246411217562127,982703.539920489885844,0.000085999996746,Dapeng District,0.000054993265537,63.945660020167203,1
265,47,84,4314,3968.283786319913816,982722.047465189010836,0.000085999999564,,,,
266,47,85,4315,3968.321276760096225,982740.614353794138879,0.000086000003034,,,,
267,47,86,4316,3968.358687397523681,982759.147546860156581,0.000085999999014,,,,
268,47,87,4317,3968.396310914142759,982777.782743507879786,0.000085999999380,,,,
269,47,88,4318,3968.434064282139389,982796.480450687697157,0.000086000000673,,,,
270,47,89,4319,3968.471723315006784,982815.133596472092904,0.000085999993526,,,,
271,46,0,4140,3965.388314032483777,981290.865330650703982,0.000085999995262,Nanshan District,0.000085999994300,99.999998881520924,7
272,46,1,4141,3965.417002979906101,981305.066747310222127,0.000085999997370,Nanshan District,0.000085999995000,99.999997244407808,7
273,46,2,4142,3965.445807784498356,981319.323722918285057,0.000085999999823,Nanshan District,0.000085999995000,99.999994391854770,7
274,46,3,4143,3965.474634016401524,981333.591338353347965,0.000085999998685,Nanshan District,0.000085999995000,99.999995715150391,7
275,46,4,4144,3965.503572371667360,981347.916651680017821,0.000085999998079,Nanshan District,0.000085999991400,99.999992233554664,7
276,46,5,4145,3965.532732134734943,981362.344116788473912,0.000086000001901,Nanshan District,0.000086000004300,100.000002789682569,7
277,46,6,4146,3965.561811511920951,981376.737561207497492,0.000085999998217,Nanshan District,0.000086000004300,100.000007073400198,7
278,46,7,4147,3965.591104821747194,981391.237142849015072,0.000085999999309,Nanshan District,0.000086000000000,100.000000803367769,7
279,46,8,4148,3965.620415838057397,981405.745595299638808,0.000085999996654,Nanshan District,0.000086000000000,100.000003890783447,7
280,46,9,4149,3965.649850243620676,981420.313346517970785,0.000085999994670,Nanshan District,0.000085999990700,99.999995383128066,7
281,46,10,4150,3965.679396651977640,981434.934832544415258,0.000085999992870,Nanshan District,0.000085999990000,99.999996662388924,7
282,46,11,4151,3965.709160743049324,981449.668160224799067,0.000085999996345,Nanshan District,0.000085999994300,99.999997621692131,7
283,46,12,4152,3965.738848302739370,981464.365537830512039,0.000085999992144,Nanshan District,0.000085999985700,99.999992506454944,7
284,46,13,4153,3965.768847780821488,981479.211905129603110,0.000085999996473,Nanshan District,0.000085999995000,99.999998287117180,7
285,46,14,4154,3965.798868833681354,981494.072909527807496,0.000085999997558,Nanshan District,0.000086000004300,100.000007838941542,7
286,46,15,4155,3965.829009529039922,981508.991440199897625,0.000085999999158,Nanshan District,0.000086000000000,100.000000978954432,7
287,46,16,4156,3965.859164072510794,981523.920782111817971,0.000085999997179,Nanshan District,0.000085999996400,99.999999094553203,7
288,46,17,4157,3965.889638231379195,981539.002788920304738,0.000086000004049,Nanshan District,0.000086000013600,100.000011105520301,7
289,46,18,4158,3965.919828220098680,981553.949901138897985,0.000085999994574,Nanshan District,0.000081473033172,94.736091061238596,7
290,46,19,4159,3965.950643668719749,981569.199419281212613,0.000086000007068,Nanshan District,0.000035393808440,41.155587827046162,7
291,46,20,4160,3965.981167075545272,981584.310145605239086,0.000086000002874,Nanshan District,0.000000067878740,0.078928764888878,7
292,46,21,4161,3966.011814108373073,981599.484068005345762,0.000085999999690,,,,
293,46,22,4162,3966.042780805798429,981614.810842892620713,0.000086000005370,,,,
294,46,23,4163,3966.073659287749251,981630.095952550997026,0.000086000002873,,,,
